団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
082201,茨城県,つくば市,1.10,96.8,6.4,41.3,98.1,259000
082210,茨城県,ひたちなか市,0.90,98.7,11.9,79.7,97.6,154647
082228,茨城県,鹿嶋市,0.96,90.5,6.9,37.7,98.9,65217
082236,茨城県,潮来市,0.48,92.5,9.6,38.7,98.0,26088
082244,茨城県,守谷市,0.96,94.8,4.0,-,95.3,70900
082252,茨城県,常陸大宮市,0.43,93.6,9.2,31.5,97.9,37861
082261,茨城県,那珂市,0.61,93.0,4.1,-,97.9,53167
082279,茨城県,筑西市,0.65,94.1,7.6,58.5,98.1,99804
082287,茨城県,坂東市,0.66,93.0,6.9,39.4,98.5,52143
082295,茨城県,稲敷市,0.47,90.8,8.5,-,96.7,37012
082309,茨城県,かすみがうら市,0.57,87.3,8.5,47.4,97.3,39893
082317,茨城県,桜川市,0.46,90.6,7.1,22.5,98.5,37635
082325,茨城県,神栖市,1.35,95.8,4.9,45.0,96.3,93786
082333,茨城県,行方市,0.44,88.5,8.2,19.2,97.2,31505
082341,茨城県,鉾田市,0.46,93.4,10.5,-,98.0,46537
082350,茨城県,つくばみらい市,0.75,93.0,7.1,46.8,97.3,53503
082368,茨城県,小美玉市,0.57,90.3,7.2,20.6,97.5,48482
083020,茨城県,茨城町,0.59,89.7,5.9,22.8,96.9,30523
083097,茨城県,大洗町,0.66,92.9,8.5,69.5,95.4,15461
083101,茨城県,城里町,0.36,84.1,8.3,43.7,95.7,17708
083411,茨城県,東海村,1.36,99.9,2.1,-,100.5,38151
083640,茨城県,大子町,0.32,91.6,4.7,50.0,98.8,14516
084425,茨城県,美浦村,0.61,92.5,7.8,73.2,100.6,14156
084433,茨城県,阿見町,0.88,96.8,4.5,-,97.4,49643
084476,茨城県,河内町,0.33,93.3,7.0,-,94.5,7791
085219,茨城県,八千代町,0.62,91.2,7.0,-,99.2,21082
085421,茨城県,五霞町,0.79,87.0,14.1,-,95.2,7933
085464,茨城県,境町,0.67,88.1,10.2,24.1,96.6,24769
085642,茨城県,利根町,0.37,90.7,1.6,-,98.8,15498
092011,栃木県,宇都宮市,0.97,96.4,4.2,50.4,101.7,514595
092029,栃木県,足利市,0.73,91.7,3.9,-,98.7,140055
092037,栃木県,栃木市,0.69,97.3,8.8,23.2,98.6,153088
092045,栃木県,佐野市,0.69,91.1,2.1,-,98.8,112988
092053,栃木県,鹿沼市,0.69,94.2,3.0,-,99.9,92895
092061,栃木県,日光市,0.55,98.5,7.1,49.0,97.4,75281
092088,栃木県,小山市,0.94,91.8,6.2,63.3,97.5,166874
092096,栃木県,真岡市,0.82,85.3,5.0,-,99.6,78284
092100,栃木県,大田原市,0.64,98.2,7.0,23.5,98.0,68053
092118,栃木県,矢板市,0.64,91.3,8.3,1.4,98.0,30117
092134,栃木県,那須塩原市,0.76,95.8,3.2,-,98.2,115611
092142,栃木県,さくら市,0.69,94.7,7.7,-,97.1,43760
092151,栃木県,那須烏山市,0.45,88.4,7.2,-,97.5,23482
092169,栃木県,下野市,0.70,96.1,4.4,-,97.4,59728
093017,栃木県,上三川町,0.93,85.4,7.2,-,96.9,30748
093424,栃木県,益子町,0.55,86.6,6.8,-,95.8,21360
093432,栃木県,茂木町,0.37,93.3,8.7,-,96.4,11408
093441,栃木県,市貝町,0.60,88.5,5.1,-,97.7,11073
093459,栃木県,芳賀町,0.98,87.0,1.8,21.1,99.3,15377
093611,栃木県,壬生町,0.81,90.5,7.7,-,98.3,38140
093645,栃木県,野木町,0.74,91.4,8.6,-,95.6,24869
093840,栃木県,塩谷町,0.41,80.3,4.6,17.5,97.7,9796
093866,栃木県,高根沢町,0.72,83.5,3.0,-,96.5,28770
094072,栃木県,那須町,0.68,87.0,7.2,-,96.3,23697
094111,栃木県,那珂川町,0.37,91.9,7.2,-,95.8,14124
102016,群馬県,前橋市,0.77,94.5,7.9,55.5,99.2,329120
102024,群馬県,高崎市,0.81,97.3,4.3,41.0,99.7,365972
102032,群馬県,桐生市,0.55,95.9,3.8,-,99.5,101185
102041,群馬県,伊勢崎市,0.80,96.7,5.2,7.9,98.3,212084
102059,群馬県,太田市,0.94,87.8,5.3,25.6,99.3,223075
102067,群馬県,沼田市,0.50,98.8,6.5,78.9,98.5,43532
102075,群馬県,館林市,0.78,97.0,5.9,81.9,95.4,73667
102083,群馬県,渋川市,0.57,97.4,4.9,-,98.4,72090
102091,群馬県,藤岡市,0.64,93.1,4.5,-,99.3,61551
102105,群馬県,富岡市,0.62,95.5,7.3,-,99.4,45172
102113,群馬県,安中市,0.81,99.3,6.5,-,98.1,53790
102121,群馬県,みどり市,0.62,99.3,5.0,-,95.4,48470
103446,群馬県,榛東村,0.52,96.7,6.7,-,96.4,14634
103454,群馬県,吉岡町,0.68,94.1,6.0,1.2,97.3,22643
103667,群馬県,上野村,0.73,79.0,5.0,-,90.9,1011
103675,群馬県,神流町,0.16,93.9,6.6,-,91.9,1511
103829,群馬県,下仁田町,0.26,86.8,7.6,-,97.6,6133
103837,群馬県,南牧村,0.13,82.3,3.9,-,93.2,1427
103845,群馬県,甘楽町,0.48,84.9,8.1,6.2,97.7,12368
104213,群馬県,中之条町,0.35,93.3,9.7,-,96.4,14326
104248,群馬県,長野原町,0.52,86.1,10.6,-,98.1,5082
104256,群馬県,嬬恋村,0.42,91.0,10.5,-,95.8,9073
104264,群馬県,草津町,0.58,99.7,4.7,-,94.5,6055
104281,群馬県,高山村,0.28,91.8,7.8,-,95.3,3260
104299,群馬県,東吾妻町,0.39,97.0,11.8,12.5,98.6,12061
104434,群馬県,片品村,0.24,86.8,5.9,-,95.4,3928
104442,群馬県,川場村,0.24,89.6,15.8,126.7,95.3,2973
104485,群馬県,昭和村,0.44,84.5,4.8,-,96.0,6938
104493,群馬県,みなかみ町,0.39,87.3,7.5,-,97.3,16954
104647,群馬県,玉村町,0.74,94.7,3.1,-,96.9,35620
105210,群馬県,板倉町,0.60,93.7,6.3,-,94.9,13461
105228,群馬県,明和町,0.93,129.8,8.4,35.5,97.9,10751
105236,群馬県,千代田町,0.69,98.0,5.8,-,96.0,10848
105244,群馬県,大泉町,0.92,88.4,4.5,-,97.7,41653
105252,群馬県,邑楽町,0.74,99.8,6.6,-,98.0,25558
111007,埼玉県,さいたま市,0.95,98.4,6.1,20.7,101.1,1350500
112011,埼玉県,川越市,0.94,99.1,6.4,48.3,101.1,352805
112020,埼玉県,熊谷市,0.82,89.9,▲ 0.8,-,101.2,190927
112038,埼玉県,川口市,0.94,98.5,2.1,21.3,101.2,607447
112062,埼玉県,行田市,0.66,93.1,2.3,-,99.5,77854
112071,埼玉県,秩父市,0.56,88.7,3.0,-,99.9,57212
112089,埼玉県,所沢市,0.94,95.5,5.0,9.1,101.5,342520
112097,埼玉県,飯能市,0.70,94.0,5.2,19.5,97.8,77963
112101,埼玉県,加須市,0.73,94.9,5.6,-,97.6,112018
112119,埼玉県,本庄市,0.72,94.7,4.0,-,98.7,76783
112127,埼玉県,東松山市,0.79,94.6,4.7,17.7,98.4,91256
112143,埼玉県,春日部市,0.71,95.8,2.5,34.2,98.6,229656
112151,埼玉県,狭山市,0.84,92.7,5.7,2.9,101.5,148221
112160,埼玉県,羽生市,0.76,92.4,10.4,41.7,97.1,53696
112178,埼玉県,鴻巣市,0.65,94.8,3.7,-,100.0,117564
112186,埼玉県,深谷市,0.71,91.5,▲ 1.5,-,97.5,140809
112194,埼玉県,上尾市,0.85,95.0,5.0,-,101.3,230066
112216,埼玉県,草加市,0.89,100.7,5.4,30.2,100.4,251992
112224,埼玉県,越谷市,0.86,91.8,5.2,1.3,102.7,342327
112232,埼玉県,蕨市,0.81,92.4,2.9,-,101.1,76342
112241,埼玉県,戸田市,1.22,86.3,7.8,23.1,99.0,142070
112259,埼玉県,入間市,0.86,95.6,4.2,0.6,101.6,143412
112275,埼玉県,朝霞市,0.98,97.6,5.2,17.5,100.9,145938
112283,埼玉県,志木市,0.79,94.1,2.4,-,101.5,76153
112291,埼玉県,和光市,1.08,92.0,6.4,35.7,101.3,84890
112305,埼玉県,新座市,0.87,98.7,5.8,23.3,99.4,166412
112313,埼玉県,桶川市,0.73,91.5,5.3,31.5,98.1,74172
112321,埼玉県,久喜市,0.80,90.4,4.5,-,96.7,150976
112330,埼玉県,北本市,0.72,92.0,7.8,-,99.9,65274
112348,埼玉県,八潮市,1.03,91.0,7.2,55.4,101.0,93655
112356,埼玉県,富士見市,0.78,94.7,3.3,-,99.0,113404
112372,埼玉県,三郷市,0.90,100.7,8.5,51.2,99.4,142152
112381,埼玉県,蓮田市,0.71,91.5,3.6,-,99.7,61111
112399,埼玉県,坂戸市,0.78,94.9,8.9,1.3,99.5,99632
112402,埼玉県,幸手市,0.67,93.8,4.7,11.6,98.8,48801
112411,埼玉県,鶴ケ島市,0.79,94.0,5.1,-,98.4,69836
112429,埼玉県,日高市,0.80,92.7,5.6,-,99.0,54192
112437,埼玉県,吉川市,0.78,94.6,6.7,0.0,98.7,72396
112453,埼玉県,ふじみ野市,0.76,99.5,3.4,-,98.0,114559
112461,埼玉県,白岡市,0.76,91.1,4.1,-,98.3,52404
113018,埼玉県,伊奈町,0.80,92.4,6.9,-,99.8,45042
113247,埼玉県,三芳町,1.09,89.6,9.3,39.0,99.4,37377
113263,埼玉県,毛呂山町,0.58,91.1,8.2,24.3,96.3,32043
113271,埼玉県,越生町,0.46,90.5,6.4,-,97.0,10757
113417,埼玉県,滑川町,0.80,91.9,7.2,8.2,98.7,19757
113425,埼玉県,嵐山町,0.73,84.0,8.5,18.4,99.0,17328
113433,埼玉県,小川町,0.59,88.6,4.6,27.0,99.6,27448
113468,埼玉県,川島町,0.72,93.4,4.8,20.8,97.6,18671
113476,埼玉県,吉見町,0.63,84.6,5.6,0.1,96.5,17620
113484,埼玉県,鳩山町,0.50,92.1,11.7,71.3,96.4,12782
113492,埼玉県,ときがわ町,0.38,95.3,5.7,-,95.4,10220
113611,埼玉県,横瀬町,0.47,79.0,7.5,37.2,96.4,7601
113620,埼玉県,皆野町,0.39,86.5,6.1,-,92.2,8878
113638,埼玉県,長瀞町,0.36,78.5,11.3,-,93.7,6367
113654,埼玉県,小鹿野町,0.30,90.4,8.5,14.0,95.8,10061
113697,埼玉県,東秩父村,0.18,85.9,3.2,-,96.3,2406
113816,埼玉県,美里町,0.62,81.3,7.0,-,96.8,10685
113832,埼玉県,神川町,0.49,84.5,5.3,-,99.4,12759
113859,埼玉県,上里町,0.75,96.6,8.8,-,97.5,30530
114081,埼玉県,寄居町,0.76,82.8,4.0,22.5,97.5,31675
114421,埼玉県,宮代町,0.59,92.6,5.5,-,95.0,33471
114642,埼玉県,杉戸町,0.70,90.8,6.4,-,95.1,43562
114651,埼玉県,松伏町,0.61,84.7,6.3,8.0,98.0,27857
121002,千葉県,千葉市,0.88,98.8,10.4,120.1,100.5,983896
122025,千葉県,銚子市,0.58,93.8,14.7,59.5,99.4,53986
122033,千葉県,市川市,1.10,92.7,2.6,-,101.1,494720
122041,千葉県,船橋市,0.91,97.3,3.6,-,99.6,649393
122050,千葉県,館山市,0.55,97.4,7.1,70.7,100.2,43554
122068,千葉県,木更津市,0.85,92.1,3.9,-,101.0,136843
122076,千葉県,松戸市,0.84,96.2,2.2,21.9,100.8,500395
122084,千葉県,野田市,0.79,95.3,4.0,0.0,99.4,153538
122106,千葉県,茂原市,0.73,94.0,11.4,67.7,100.5,85861
122114,千葉県,成田市,1.29,93.5,10.3,95.1,100.6,133099
122122,千葉県,佐倉市,0.84,95.6,2.2,-,98.2,169506
122131,千葉県,東金市,0.65,92.4,2.8,41.7,101.0,56524
122157,千葉県,旭市,0.49,94.7,9.8,-,98.3,61986
122165,千葉県,習志野市,0.89,97.5,7.8,39.8,100.3,175105
122173,千葉県,柏市,0.91,92.7,1.2,-,102.0,437634
122181,千葉県,勝浦市,0.47,99.2,7.1,-,99.7,15213
122190,千葉県,市原市,1.09,88.9,5.7,12.1,99.8,266861
122203,千葉県,流山市,0.93,90.8,2.5,51.8,102.4,212562
122211,千葉県,八千代市,0.91,96.9,6.4,6.8,102.8,206692
122220,千葉県,我孫子市,0.74,95.7,2.3,-,100.0,131317
122238,千葉県,鴨川市,0.51,102.1,9.7,74.8,98.9,30209
122246,千葉県,鎌ケ谷市,0.72,98.2,6.8,45.7,99.6,109757
122254,千葉県,君津市,1.01,97.5,5.1,35.3,99.7,79520
122262,千葉県,富津市,0.84,92.3,7.6,52.6,100.2,40427
122271,千葉県,浦安市,1.48,74.5,7.0,15.2,101.7,171322
122289,千葉県,四街道市,0.73,92.5,2.6,-,98.4,96424
122297,千葉県,袖ケ浦市,1.14,91.3,4.7,11.2,99.4,66091
122301,千葉県,八街市,0.62,101.6,7.1,54.0,99.0,66631
122319,千葉県,印西市,1.14,84.8,0.9,5.7,98.2,111731
122327,千葉県,白井市,0.83,89.7,4.9,41.6,101.4,62218
122335,千葉県,富里市,0.73,94.7,6.6,-,98.9,49999
122343,千葉県,南房総市,0.31,93.7,8.1,-,98.8,34066
122351,千葉県,匝瑳市,0.46,99.1,7.6,11.4,100.9,33294
122360,千葉県,香取市,0.50,91.2,10.5,8.4,99.9,69575
122378,千葉県,山武市,0.47,93.6,7.1,-,100.3,47745
122386,千葉県,いすみ市,0.41,90.3,6.3,10.8,99.4,34705
122394,千葉県,大網白里市,0.58,99.9,9.6,29.0,97.7,47660
123226,千葉県,酒々井町,0.69,90.1,5.7,2.1,97.5,20095
123293,千葉県,栄町,0.50,97.8,5.9,-,98.2,19624
123421,千葉県,神崎町,0.38,84.4,3.0,-,100.6,5634
123471,千葉県,多古町,0.54,91.9,5.8,-,102.4,13426
123498,千葉県,東庄町,0.42,92.7,4.8,-,97.7,12607
124036,千葉県,九十九里町,0.42,89.8,7.6,-,100.6,14004
124095,千葉県,芝山町,1.08,90.1,5.5,-,100.8,6644
124109,千葉県,横芝光町,0.45,89.5,5.2,7.2,98.8,22095
124214,千葉県,一宮町,0.54,85.7,4.4,-,101.3,12294
124222,千葉県,睦沢町,0.35,84.2,6.2,-,100.3,6549
124231,千葉県,長生村,0.49,88.0,10.1,58.0,101.2,13269
124249,千葉県,白子町,0.45,81.7,5.6,-,99.5,10376
124265,千葉県,長柄町,0.50,89.9,7.0,-,100.3,6233
124273,千葉県,長南町,0.42,85.3,7.3,27.4,99.3,7074
124419,千葉県,大多喜町,0.40,93.5,3.9,-,94.6,8005
124435,千葉県,御宿町,0.40,90.9,4.7,-,97.5,6912
124630,千葉県,鋸南町,0.27,90.4,8.9,7.3,99.0,6679
131016,東京都,千代田区,0.85,77.6,▲ 0.9,-,100.4,68835
131024,東京都,中央区,0.62,73.3,1.6,-,100.6,187404
131032,東京都,港区,1.17,64.6,▲ 1.5,-,98.4,267780
131041,東京都,新宿区,0.67,82.8,▲ 1.5,-,97.8,352717
131059,東京都,文京区,0.62,82.4,▲ 2.9,-,99.2,235345
131067,東京都,台東区,0.49,83.3,▲ 1.5,-,97.2,216084
131075,東京都,墨田区,0.42,78.5,0.0,-,98.6,287302
131083,東京都,江東区,0.49,73.1,▲ 2.2,-,97.8,541685
131091,東京都,品川区,0.58,78.1,▲ 3.0,-,99.0,412786
131105,東京都,目黒区,0.72,74.8,▲ 3.3,-,99.0,281400
131113,東京都,大田区,0.54,78.7,▲ 2.3,-,100.2,740519
131121,東京都,世田谷区,0.68,81.8,▲ 1.5,-,99.3,923210
131130,東京都,渋谷区,0.97,67.3,▲ 2.8,-,99.0,231402
131148,東京都,中野区,0.49,81.3,▲ 1.1,-,99.0,341322
131156,東京都,杉並区,0.59,80.9,▲ 3.7,-,98.7,577147
131164,東京都,豊島区,0.53,81.7,▲ 0.8,-,98.2,294644
131172,東京都,北区,0.39,78.7,▲ 1.2,-,97.1,362089
131181,東京都,荒川区,0.34,80.0,4.0,-,96.0,222278
131199,東京都,板橋区,0.43,74.8,▲ 2.6,-,98.0,578914
131202,東京都,練馬区,0.45,81.3,▲ 2.1,-,99.3,745927
131211,東京都,足立区,0.38,79.7,▲ 2.7,-,98.7,698276
131229,東京都,葛飾区,0.35,80.5,▲ 0.7,-,97.3,469916
131237,東京都,江戸川区,0.38,73.0,▲ 4.2,-,97.1,693570
132012,東京都,八王子市,0.90,89.4,0.1,-,97.0,559083
132021,東京都,立川市,1.20,87.1,3.3,-,98.4,186257
132039,東京都,武蔵野市,1.57,79.2,▲ 0.9,-,99.9,148034
132047,東京都,三鷹市,1.17,90.2,1.3,-,99.2,190497
132055,東京都,青梅市,0.78,98.7,3.3,-,99.6,129105
132063,東京都,府中市,1.26,81.1,2.6,-,99.7,260998
132071,東京都,昭島市,1.00,94.4,0.4,-,99.6,115632
132080,東京都,調布市,1.22,92.0,2.1,24.9,99.8,239348
132098,東京都,町田市,0.93,93.8,0.5,-,98.3,430170
132101,東京都,小金井市,1.02,94.2,1.9,-,97.6,125174
132110,東京都,小平市,0.95,91.7,2.1,-,99.6,196799
132128,東京都,日野市,0.91,94.6,▲ 0.2,1.7,97.8,188477
132136,東京都,東村山市,0.75,93.1,1.1,-,100.7,151795
132144,東京都,国分寺市,1.06,95.7,2.1,54.7,99.5,129500
132152,東京都,国立市,1.01,99.0,3.4,2.3,99.2,76079
132187,東京都,福生市,0.71,89.4,▲ 2.5,-,99.9,56582
132195,東京都,狛江市,0.81,88.0,0.7,-,98.7,82048
132209,東京都,東大和市,0.77,93.1,▲ 0.2,-,100.4,84996
132217,東京都,清瀬市,0.66,96.2,4.1,20.2,100.1,75011
132225,東京都,東久留米市,0.78,95.3,0.7,-,98.8,116325
132233,東京都,武蔵村山市,0.77,96.2,1.5,-,99.8,70696
132241,東京都,多摩市,1.15,90.4,2.9,-,99.5,148084
132250,東京都,稲城市,0.94,91.8,4.2,15.7,99.6,93916
132276,東京都,羽村市,0.93,94.5,1.0,-,100.2,54126
132284,東京都,あきる野市,0.69,99.3,4.2,13.5,99.6,79244
132292,東京都,西東京市,0.89,95.5,2.7,-,99.6,206245
133035,東京都,瑞穂町,1.00,94.0,1.4,-,101.2,32013
133051,東京都,日の出町,0.62,97.9,3.2,-,96.4,16061
133078,東京都,檜原村,0.17,72.9,▲ 3.8,-,101.7,1923
133086,東京都,奥多摩町,0.27,75.4,7.2,-,99.0,4492
133612,東京都,大島町,0.27,94.1,12.9,77.3,91.2,6813
133621,東京都,利島村,0.12,86.4,6.8,-,92.3,300
133639,東京都,新島村,0.18,82.4,7.3,-,88.4,2415
133647,東京都,神津島村,0.19,77.5,2.7,-,91.2,1737
133817,東京都,三宅村,0.20,90.7,12.3,-,92.8,2211
133825,東京都,御蔵島村,0.11,89.1,4.4,-,78.9,302
134015,東京都,八丈町,0.27,91.1,11.1,-,88.0,6838
134023,東京都,青ヶ島村,0.16,83.6,▲ 0.7,-,77.8,160
134210,東京都,小笠原村,0.25,75.2,3.6,-,91.0,2496
141003,神奈川県,横浜市,0.95,99.0,9.2,114.9,100.0,3753398
141305,神奈川県,川崎市,1.06,99.3,8.4,111.4,100.2,1535141
141500,神奈川県,相模原市,0.83,97.5,2.9,-,98.2,716494
142018,神奈川県,横須賀市,0.74,99.4,6.2,36.2,101.2,379041
142034,神奈川県,平塚市,0.95,96.7,4.8,19.2,99.8,256549
142042,神奈川県,鎌倉市,1.10,98.3,2.1,-,98.5,174535
142051,神奈川県,藤沢市,1.08,94.9,5.3,46.4,100.8,445041
142069,神奈川県,小田原市,0.90,98.2,4.3,43.1,98.3,186464
142077,神奈川県,茅ヶ崎市,0.90,98.3,4.8,17.2,97.7,247345
142085,神奈川県,逗子市,0.78,95.8,5.9,-,99.2,57827
142107,神奈川県,三浦市,0.54,99.6,11.8,84.2,97.2,39842
142115,神奈川県,秦野市,0.78,96.0,1.5,7.2,101.1,158573
142123,神奈川県,厚木市,1.18,93.3,3.7,76.1,99.9,223424
142131,神奈川県,大和市,0.93,101.5,4.9,43.2,95.9,245750
142140,神奈川県,伊勢原市,0.92,98.7,6.7,31.9,101.1,99816
142158,神奈川県,海老名市,1.06,95.7,5.5,31.7,101.0,140763
142166,神奈川県,座間市,0.82,96.4,2.5,8.5,102.3,131219
142174,神奈川県,南足柄市,0.77,97.3,3.2,4.2,101.6,40164
142182,神奈川県,綾瀬市,0.86,95.7,1.4,-,100.5,83952
143014,神奈川県,葉山町,0.79,92.2,▲ 2.5,-,101.6,31813
143219,神奈川県,寒川町,1.12,97.0,6.7,-,99.2,48997
143413,神奈川県,大磯町,0.73,90.8,4.3,6.8,98.8,31757
143421,神奈川県,二宮町,0.62,96.7,5.8,13.8,97.1,27415
143618,神奈川県,中井町,0.90,81.8,▲ 0.2,-,95.1,8901
143626,神奈川県,大井町,0.69,85.1,▲ 1.7,-,96.9,17426
143634,神奈川県,松田町,0.55,88.9,6.6,0.7,97.6,10419
143642,神奈川県,山北町,0.49,82.6,11.4,5.0,101.5,9263
143669,神奈川県,開成町,0.82,83.3,7.0,40.7,100.1,18566
143821,神奈川県,箱根町,1.30,99.4,10.9,61.6,98.0,10835
143839,神奈川県,真鶴町,0.38,98.7,13.3,69.9,93.0,6553
143847,神奈川県,湯河原町,0.63,99.3,8.3,64.8,98.7,23183
144011,神奈川県,愛川町,0.97,94.1,1.4,-,100.5,39377
144029,神奈川県,清川村,0.73,87.2,▲ 0.8,-,92.9,2716
151009,新潟県,新潟市,0.64,94.9,12.4,121.7,98.4,761503
152021,新潟県,長岡市,0.59,96.1,8.0,74.6,96.4,255261
152048,新潟県,三条市,0.55,98.6,13.8,61.8,93.6,91178
152056,新潟県,柏崎市,0.64,94.5,10.0,9.9,98.0,76217
152064,新潟県,新発田市,0.49,89.3,7.7,67.2,95.1,91677
152081,新潟県,小千谷市,0.52,92.0,10.4,25.4,95.6,32602
152099,新潟県,加茂市,0.41,95.7,9.6,69.2,94.2,24079
152102,新潟県,十日町市,0.33,93.6,14.0,73.6,96.0,47124
152111,新潟県,見附市,0.52,95.3,11.3,80.6,95.5,38061
152129,新潟県,村上市,0.34,90.9,11.9,69.6,93.0,53492
152137,新潟県,燕市,0.60,94.0,12.7,68.7,95.2,75935
152161,新潟県,糸魚川市,0.48,97.3,13.0,43.4,93.3,38041
152170,新潟県,妙高市,0.43,87.5,7.1,-,93.7,29514
152188,新潟県,五泉市,0.43,91.4,7.8,58.8,94.1,45690
152226,新潟県,上越市,0.57,93.7,10.5,55.6,98.3,180440
152234,新潟県,阿賀野市,0.43,87.5,9.4,66.6,94.3,39165
152242,新潟県,佐渡市,0.24,95.2,12.1,141.3,91.5,48103
152251,新潟県,魚沼市,0.28,92.8,9.6,16.1,93.7,32522
152269,新潟県,南魚沼市,0.42,93.4,11.8,-,94.0,52376
152277,新潟県,胎内市,0.44,94.2,13.0,109.8,93.4,26791
153079,新潟県,聖籠町,1.07,87.0,10.5,2.5,96.8,13986
153427,新潟県,弥彦村,0.38,80.1,12.7,34.1,92.8,7534
153613,新潟県,田上町,0.36,84.8,7.7,11.8,92.3,10581
153851,新潟県,阿賀町,0.20,91.8,13.0,70.4,89.9,9047
154059,新潟県,出雲崎町,0.22,85.0,8.7,-,94.4,3886
154610,新潟県,湯沢町,0.90,94.1,9.0,30.2,93.7,8268
154822,新潟県,津南町,0.26,84.5,11.6,16.6,94.5,8456
155047,新潟県,刈羽村,1.45,70.5,▲ 1.4,-,89.7,4222
155811,新潟県,関川村,0.21,86.2,12.5,13.7,89.9,4691
155861,新潟県,粟島浦村,0.09,97.8,6.0,-,84.9,312
162019,富山県,富山市,0.80,94.1,9.1,78.4,100.0,403757
162027,富山県,高岡市,0.71,85.6,10.9,91.0,98.8,162672
162043,富山県,魚津市,0.66,91.0,11.0,77.1,97.4,38617
162051,富山県,氷見市,0.47,87.5,11.7,4.9,98.4,42167
162060,富山県,滑川市,0.71,85.5,4.9,-,98.2,32489
162078,富山県,黒部市,0.62,90.6,11.0,108.1,97.7,39155
162086,富山県,砺波市,0.57,92.5,11.4,27.0,97.8,46674
162094,富山県,小矢部市,0.56,88.9,12.8,122.9,94.7,27857
162108,富山県,南砺市,0.34,96.3,9.5,-,95.6,46071
162116,富山県,射水市,0.64,89.9,8.5,58.9,96.2,90184
163210,富山県,舟橋村,0.32,89.5,8.3,25.8,91.5,3313
163228,富山県,上市町,0.45,87.7,14.0,40.8,93.8,18657
163236,富山県,立山町,0.46,87.3,11.4,18.2,97.0,24294
163422,富山県,入善町,0.51,88.0,16.1,58.2,95.5,22256
163431,富山県,朝日町,0.33,93.8,13.3,-,94.1,10373
172014,石川県,金沢市,0.85,88.4,3.4,20.7,99.2,443123
172022,石川県,七尾市,0.45,94.0,13.2,49.0,94.5,46500
172031,石川県,小松市,0.65,93.4,10.8,98.9,96.6,105475
172049,石川県,輪島市,0.24,96.4,15.4,-,97.4,20928
172057,石川県,珠洲市,0.22,99.2,16.3,-,94.9,11374
172065,石川県,加賀市,0.54,95.9,8.2,104.1,97.7,61703
172073,石川県,羽咋市,0.40,91.1,6.6,-,95.4,19585
172090,石川県,かほく市,0.42,94.8,12.7,51.4,95.4,36200
172103,石川県,白山市,0.62,94.8,10.6,122.3,98.3,112524
172111,石川県,能美市,0.64,94.8,4.5,27.1,97.3,49704
172120,石川県,野々市市,0.78,93.9,6.1,1.6,97.0,54583
173240,石川県,川北町,0.51,87.4,7.0,18.1,91.9,6041
173614,石川県,津幡町,0.55,89.3,7.4,76.1,94.2,37521
173657,石川県,内灘町,0.50,90.5,8.9,57.1,93.1,25662
173843,石川県,志賀町,0.53,93.7,7.7,-,93.4,17609
173860,石川県,宝達志水町,0.35,88.6,7.6,-,92.6,11822
174076,石川県,中能登町,0.30,93.4,15.8,38.9,91.7,16529
174611,石川県,穴水町,0.27,90.3,8.8,69.9,92.9,6907
174637,石川県,能登町,0.19,89.0,3.8,4.2,95.0,14331
182010,福井県,福井市,0.77,91.1,9.9,49.3,99.5,254029
182028,福井県,敦賀市,0.85,97.9,4.1,-,96.3,62382
182044,福井県,小浜市,0.44,99.5,11.7,79.5,97.5,27644
182052,福井県,大野市,0.42,94.0,5.3,12.6,97.3,29821
182061,福井県,勝山市,0.43,90.1,9.1,9.3,94.3,21056
182079,福井県,鯖江市,0.67,95.0,5.4,-,97.7,68302
182087,福井県,あわら市,0.55,95.1,8.3,23.0,98.5,26306
182095,福井県,越前市,0.71,93.5,10.0,109.9,99.6,80418
182109,福井県,坂井市,0.60,96.4,8.2,8.3,97.8,88430
183229,福井県,永平寺町,0.37,96.4,7.2,-,94.4,17644
183822,福井県,池田町,0.14,87.4,9.6,-,92.8,2186
184047,福井県,南越前町,0.27,91.2,2.4,-,92.3,9448
184233,福井県,越前町,0.33,95.8,10.2,-,91.9,19769
184420,福井県,美浜町,1.08,74.7,10.4,35.5,95.0,8676
184811,福井県,高浜町,1.65,60.6,5.3,-,92.3,9544
184837,福井県,おおい町,1.09,73.3,1.3,-,92.5,7681
185019,福井県,若狭町,0.33,92.0,15.2,41.2,92.3,13354
192015,山梨県,甲府市,0.71,89.1,8.4,6.5,97.7,183850
192023,山梨県,富士吉田市,0.67,86.4,10.0,-,99.1,46364
192040,山梨県,都留市,0.45,94.5,11.2,-,98.2,28509
192058,山梨県,山梨市,0.42,97.8,12.2,-,96.9,32710
192066,山梨県,大月市,0.60,90.9,15.0,60.3,96.1,21314
192074,山梨県,韮崎市,0.75,97.8,11.0,87.7,98.8,27798
192082,山梨県,南アルプス市,0.51,91.2,4.9,-,98.3,71726
192091,山梨県,北杜市,0.42,90.3,5.3,-,98.7,45380
192104,山梨県,甲斐市,0.62,89.8,5.1,-,97.4,76370
192112,山梨県,笛吹市,0.52,94.7,7.5,-,96.8,66857
192121,山梨県,上野原市,0.48,90.1,11.6,13.1,96.6,21208
